retain,move,depth,query
7811,17615,3,UPDATE ovc_care_health SET facility_id=7811 WHERE facility_id=17615;
1233,19758,2,UPDATE ovc_care_health SET facility_id=1233 WHERE facility_id=19758;
713,11987,3,UPDATE ovc_care_health SET facility_id=713 WHERE facility_id=11987;
713,21413,3,UPDATE ovc_care_health SET facility_id=713 WHERE facility_id=21413;
3564,10773,3,UPDATE ovc_care_health SET facility_id=3564 WHERE facility_id=10773;
3564,20118,3,UPDATE ovc_care_health SET facility_id=3564 WHERE facility_id=20118;
13123,22786,2,UPDATE ovc_care_health SET facility_id=13123 WHERE facility_id=22786;
4266,9305,3,UPDATE ovc_care_health SET facility_id=4266 WHERE facility_id=9305;
4266,17249,3,UPDATE ovc_care_health SET facility_id=4266 WHERE facility_id=17249;
5501,15286,2,UPDATE ovc_care_health SET facility_id=5501 WHERE facility_id=15286;
2309,12644,3,UPDATE ovc_care_health SET facility_id=2309 WHERE facility_id=12644;
2309,22436,3,UPDATE ovc_care_health SET facility_id=2309 WHERE facility_id=22436;
2943,11152,3,UPDATE ovc_care_health SET facility_id=2943 WHERE facility_id=11152;
2943,20626,3,UPDATE ovc_care_health SET facility_id=2943 WHERE facility_id=20626;
2318,12885,3,UPDATE ovc_care_health SET facility_id=2318 WHERE facility_id=12885;
2318,22623,3,UPDATE ovc_care_health SET facility_id=2318 WHERE facility_id=22623;
4054,23799,2,UPDATE ovc_care_health SET facility_id=4054 WHERE facility_id=23799;
4671,17007,2,UPDATE ovc_care_health SET facility_id=4671 WHERE facility_id=17007;
7213,19773,2,UPDATE ovc_care_health SET facility_id=7213 WHERE facility_id=19773;
5123,13586,3,UPDATE ovc_care_health SET facility_id=5123 WHERE facility_id=13586;
5123,19046,3,UPDATE ovc_care_health SET facility_id=5123 WHERE facility_id=19046;
662,13208,3,UPDATE ovc_care_health SET facility_id=662 WHERE facility_id=13208;
662,22628,3,UPDATE ovc_care_health SET facility_id=662 WHERE facility_id=22628;
12431,22283,2,UPDATE ovc_care_health SET facility_id=12431 WHERE facility_id=22283;
2479,9391,3,UPDATE ovc_care_health SET facility_id=2479 WHERE facility_id=9391;
2479,17576,3,UPDATE ovc_care_health SET facility_id=2479 WHERE facility_id=17576;
7913,11247,3,UPDATE ovc_care_health SET facility_id=7913 WHERE facility_id=11247;
7913,20733,3,UPDATE ovc_care_health SET facility_id=7913 WHERE facility_id=20733;
12570,22388,2,UPDATE ovc_care_health SET facility_id=12570 WHERE facility_id=22388;
1885,9668,3,UPDATE ovc_care_health SET facility_id=1885 WHERE facility_id=9668;
1885,18478,3,UPDATE ovc_care_health SET facility_id=1885 WHERE facility_id=18478;
366,16144,2,UPDATE ovc_care_health SET facility_id=366 WHERE facility_id=16144;
12696,22484,2,UPDATE ovc_care_health SET facility_id=12696 WHERE facility_id=22484;
6981,12871,3,UPDATE ovc_care_health SET facility_id=6981 WHERE facility_id=12871;
6981,22193,3,UPDATE ovc_care_health SET facility_id=6981 WHERE facility_id=22193;
11788,21833,2,UPDATE ovc_care_health SET facility_id=11788 WHERE facility_id=21833;
4975,11223,3,UPDATE ovc_care_health SET facility_id=4975 WHERE facility_id=11223;
4975,20705,3,UPDATE ovc_care_health SET facility_id=4975 WHERE facility_id=20705;
4907,23215,2,UPDATE ovc_care_health SET facility_id=4907 WHERE facility_id=23215;
5199,20366,2,UPDATE ovc_care_health SET facility_id=5199 WHERE facility_id=20366;
6781,21110,2,UPDATE ovc_care_health SET facility_id=6781 WHERE facility_id=21110;
1120,18149,2,UPDATE ovc_care_health SET facility_id=1120 WHERE facility_id=18149;
2473,17087,2,UPDATE ovc_care_health SET facility_id=2473 WHERE facility_id=17087;
9485,17876,2,UPDATE ovc_care_health SET facility_id=9485 WHERE facility_id=17876;
699,19455,2,UPDATE ovc_care_health SET facility_id=699 WHERE facility_id=19455;
8029,13006,3,UPDATE ovc_care_health SET facility_id=8029 WHERE facility_id=13006;
8029,22375,3,UPDATE ovc_care_health SET facility_id=8029 WHERE facility_id=22375;
7437,16608,2,UPDATE ovc_care_health SET facility_id=7437 WHERE facility_id=16608;
1367,16275,2,UPDATE ovc_care_health SET facility_id=1367 WHERE facility_id=16275;
3690,3824,4,UPDATE ovc_care_health SET facility_id=3690 WHERE facility_id=3824;
3690,12767,4,UPDATE ovc_care_health SET facility_id=3690 WHERE facility_id=12767;
3690,22065,4,UPDATE ovc_care_health SET facility_id=3690 WHERE facility_id=22065;
1828,10405,3,UPDATE ovc_care_health SET facility_id=1828 WHERE facility_id=10405;
1828,24199,3,UPDATE ovc_care_health SET facility_id=1828 WHERE facility_id=24199;
7923,10965,3,UPDATE ovc_care_health SET facility_id=7923 WHERE facility_id=10965;
7923,21814,3,UPDATE ovc_care_health SET facility_id=7923 WHERE facility_id=21814;
2939,10911,3,UPDATE ovc_care_health SET facility_id=2939 WHERE facility_id=10911;
2939,20319,3,UPDATE ovc_care_health SET facility_id=2939 WHERE facility_id=20319;
4413,13773,3,UPDATE ovc_care_health SET facility_id=4413 WHERE facility_id=13773;
4413,19246,3,UPDATE ovc_care_health SET facility_id=4413 WHERE facility_id=19246;
2463,16237,2,UPDATE ovc_care_health SET facility_id=2463 WHERE facility_id=16237;
5905,16801,2,UPDATE ovc_care_health SET facility_id=5905 WHERE facility_id=16801;
7290,16617,2,UPDATE ovc_care_health SET facility_id=7290 WHERE facility_id=16617;
4693,17041,2,UPDATE ovc_care_health SET facility_id=4693 WHERE facility_id=17041;
7517,23827,2,UPDATE ovc_care_health SET facility_id=7517 WHERE facility_id=23827;
8963,21556,2,UPDATE ovc_care_health SET facility_id=8963 WHERE facility_id=21556;
7661,20101,2,UPDATE ovc_care_health SET facility_id=7661 WHERE facility_id=20101;
411,9635,3,UPDATE ovc_care_health SET facility_id=411 WHERE facility_id=9635;
411,18442,3,UPDATE ovc_care_health SET facility_id=411 WHERE facility_id=18442;
6092,9469,3,UPDATE ovc_care_health SET facility_id=6092 WHERE facility_id=9469;
6092,17650,3,UPDATE ovc_care_health SET facility_id=6092 WHERE facility_id=17650;
2070,15661,2,UPDATE ovc_care_health SET facility_id=2070 WHERE facility_id=15661;
3998,17672,2,UPDATE ovc_care_health SET facility_id=3998 WHERE facility_id=17672;
521,15223,2,UPDATE ovc_care_health SET facility_id=521 WHERE facility_id=15223;
4207,15412,2,UPDATE ovc_care_health SET facility_id=4207 WHERE facility_id=15412;
5288,9281,3,UPDATE ovc_care_health SET facility_id=5288 WHERE facility_id=9281;
5288,17226,3,UPDATE ovc_care_health SET facility_id=5288 WHERE facility_id=17226;
3310,9817,3,UPDATE ovc_care_health SET facility_id=3310 WHERE facility_id=9817;
3310,18652,3,UPDATE ovc_care_health SET facility_id=3310 WHERE facility_id=18652;
6106,17838,2,UPDATE ovc_care_health SET facility_id=6106 WHERE facility_id=17838;
2840,23259,2,UPDATE ovc_care_health SET facility_id=2840 WHERE facility_id=23259;
211,16907,2,UPDATE ovc_care_health SET facility_id=211 WHERE facility_id=16907;
6942,19910,2,UPDATE ovc_care_health SET facility_id=6942 WHERE facility_id=19910;
5842,16537,2,UPDATE ovc_care_health SET facility_id=5842 WHERE facility_id=16537;
4037,18840,2,UPDATE ovc_care_health SET facility_id=4037 WHERE facility_id=18840;
1836,10149,3,UPDATE ovc_care_health SET facility_id=1836 WHERE facility_id=10149;
1836,23384,3,UPDATE ovc_care_health SET facility_id=1836 WHERE facility_id=23384;
8728,23775,2,UPDATE ovc_care_health SET facility_id=8728 WHERE facility_id=23775;
4267,17251,2,UPDATE ovc_care_health SET facility_id=4267 WHERE facility_id=17251;
2123,16519,2,UPDATE ovc_care_health SET facility_id=2123 WHERE facility_id=16519;
5565,9995,3,UPDATE ovc_care_health SET facility_id=5565 WHERE facility_id=9995;
5565,23981,3,UPDATE ovc_care_health SET facility_id=5565 WHERE facility_id=23981;
1906,11988,3,UPDATE ovc_care_health SET facility_id=1906 WHERE facility_id=11988;
1906,21414,3,UPDATE ovc_care_health SET facility_id=1906 WHERE facility_id=21414;
7509,23855,2,UPDATE ovc_care_health SET facility_id=7509 WHERE facility_id=23855;
2347,20008,2,UPDATE ovc_care_health SET facility_id=2347 WHERE facility_id=20008;
3496,23165,2,UPDATE ovc_care_health SET facility_id=3496 WHERE facility_id=23165;
2616,10663,3,UPDATE ovc_care_health SET facility_id=2616 WHERE facility_id=10663;
2616,19726,3,UPDATE ovc_care_health SET facility_id=2616 WHERE facility_id=19726;
3619,23293,2,UPDATE ovc_care_health SET facility_id=3619 WHERE facility_id=23293;
6882,9754,3,UPDATE ovc_care_health SET facility_id=6882 WHERE facility_id=9754;
6882,18583,3,UPDATE ovc_care_health SET facility_id=6882 WHERE facility_id=18583;
3440,10758,3,UPDATE ovc_care_health SET facility_id=3440 WHERE facility_id=10758;
3440,19998,3,UPDATE ovc_care_health SET facility_id=3440 WHERE facility_id=19998;
11893,21903,2,UPDATE ovc_care_health SET facility_id=11893 WHERE facility_id=21903;
7752,11654,3,UPDATE ovc_care_health SET facility_id=7752 WHERE facility_id=11654;
7752,21148,3,UPDATE ovc_care_health SET facility_id=7752 WHERE facility_id=21148;
5149,10300,3,UPDATE ovc_care_health SET facility_id=5149 WHERE facility_id=10300;
5149,23077,3,UPDATE ovc_care_health SET facility_id=5149 WHERE facility_id=23077;
2944,10888,3,UPDATE ovc_care_health SET facility_id=2944 WHERE facility_id=10888;
2944,20287,3,UPDATE ovc_care_health SET facility_id=2944 WHERE facility_id=20287;
94,16181,2,UPDATE ovc_care_health SET facility_id=94 WHERE facility_id=16181;
3560,13829,2,UPDATE ovc_care_health SET facility_id=3560 WHERE facility_id=13829;
4741,17329,2,UPDATE ovc_care_health SET facility_id=4741 WHERE facility_id=17329;
5390,13636,3,UPDATE ovc_care_health SET facility_id=5390 WHERE facility_id=13636;
5390,19096,3,UPDATE ovc_care_health SET facility_id=5390 WHERE facility_id=19096;
254,13100,3,UPDATE ovc_care_health SET facility_id=254 WHERE facility_id=13100;
254,22504,3,UPDATE ovc_care_health SET facility_id=254 WHERE facility_id=22504;
6643,22423,2,UPDATE ovc_care_health SET facility_id=6643 WHERE facility_id=22423;
1135,18884,2,UPDATE ovc_care_health SET facility_id=1135 WHERE facility_id=18884;
6809,13038,3,UPDATE ovc_care_health SET facility_id=6809 WHERE facility_id=13038;
6809,22429,3,UPDATE ovc_care_health SET facility_id=6809 WHERE facility_id=22429;
8178,11604,2,UPDATE ovc_care_health SET facility_id=8178 WHERE facility_id=11604;
2179,17722,2,UPDATE ovc_care_health SET facility_id=2179 WHERE facility_id=17722;
4186,13236,3,UPDATE ovc_care_health SET facility_id=4186 WHERE facility_id=13236;
4186,22655,3,UPDATE ovc_care_health SET facility_id=4186 WHERE facility_id=22655;
76,11992,3,UPDATE ovc_care_health SET facility_id=76 WHERE facility_id=11992;
76,21416,3,UPDATE ovc_care_health SET facility_id=76 WHERE facility_id=21416;
5181,19889,2,UPDATE ovc_care_health SET facility_id=5181 WHERE facility_id=19889;
5291,17254,2,UPDATE ovc_care_health SET facility_id=5291 WHERE facility_id=17254;
4699,17063,2,UPDATE ovc_care_health SET facility_id=4699 WHERE facility_id=17063;
8789,9042,3,UPDATE ovc_care_health SET facility_id=8789 WHERE facility_id=9042;
8789,15986,3,UPDATE ovc_care_health SET facility_id=8789 WHERE facility_id=15986;
3492,10310,3,UPDATE ovc_care_health SET facility_id=3492 WHERE facility_id=10310;
3492,23065,3,UPDATE ovc_care_health SET facility_id=3492 WHERE facility_id=23065;
7596,23479,2,UPDATE ovc_care_health SET facility_id=7596 WHERE facility_id=23479;
3070,9360,3,UPDATE ovc_care_health SET facility_id=3070 WHERE facility_id=9360;
3070,17540,3,UPDATE ovc_care_health SET facility_id=3070 WHERE facility_id=17540;
7168,18571,2,UPDATE ovc_care_health SET facility_id=7168 WHERE facility_id=18571;
874,23189,2,UPDATE ovc_care_health SET facility_id=874 WHERE facility_id=23189;
1779,13254,3,UPDATE ovc_care_health SET facility_id=1779 WHERE facility_id=13254;
1779,22674,3,UPDATE ovc_care_health SET facility_id=1779 WHERE facility_id=22674;
8313,18164,2,UPDATE ovc_care_health SET facility_id=8313 WHERE facility_id=18164;
4870,23971,2,UPDATE ovc_care_health SET facility_id=4870 WHERE facility_id=23971;
1110,9505,3,UPDATE ovc_care_health SET facility_id=1110 WHERE facility_id=9505;
1110,17892,3,UPDATE ovc_care_health SET facility_id=1110 WHERE facility_id=17892;
1474,18789,2,UPDATE ovc_care_health SET facility_id=1474 WHERE facility_id=18789;
1481,19456,2,UPDATE ovc_care_health SET facility_id=1481 WHERE facility_id=19456;
1227,11314,3,UPDATE ovc_care_health SET facility_id=1227 WHERE facility_id=11314;
1227,20812,3,UPDATE ovc_care_health SET facility_id=1227 WHERE facility_id=20812;
4060,23519,2,UPDATE ovc_care_health SET facility_id=4060 WHERE facility_id=23519;
4748,17359,2,UPDATE ovc_care_health SET facility_id=4748 WHERE facility_id=17359;
6223,13721,3,UPDATE ovc_care_health SET facility_id=6223 WHERE facility_id=13721;
6223,19197,3,UPDATE ovc_care_health SET facility_id=6223 WHERE facility_id=19197;
3569,19285,2,UPDATE ovc_care_health SET facility_id=3569 WHERE facility_id=19285;
3923,15775,2,UPDATE ovc_care_health SET facility_id=3923 WHERE facility_id=15775;
817,13560,3,UPDATE ovc_care_health SET facility_id=817 WHERE facility_id=13560;
817,19021,3,UPDATE ovc_care_health SET facility_id=817 WHERE facility_id=19021;
574,10895,3,UPDATE ovc_care_health SET facility_id=574 WHERE facility_id=10895;
574,20295,3,UPDATE ovc_care_health SET facility_id=574 WHERE facility_id=20295;
2800,20659,2,UPDATE ovc_care_health SET facility_id=2800 WHERE facility_id=20659;
4444,15102,2,UPDATE ovc_care_health SET facility_id=4444 WHERE facility_id=15102;
6334,10863,3,UPDATE ovc_care_health SET facility_id=6334 WHERE facility_id=10863;
6334,20246,3,UPDATE ovc_care_health SET facility_id=6334 WHERE facility_id=20246;
4752,17364,2,UPDATE ovc_care_health SET facility_id=4752 WHERE facility_id=17364;
2242,10075,3,UPDATE ovc_care_health SET facility_id=2242 WHERE facility_id=10075;
2242,23696,3,UPDATE ovc_care_health SET facility_id=2242 WHERE facility_id=23696;
8974,22957,2,UPDATE ovc_care_health SET facility_id=8974 WHERE facility_id=22957;
9350,17531,2,UPDATE ovc_care_health SET facility_id=9350 WHERE facility_id=17531;
7863,19468,2,UPDATE ovc_care_health SET facility_id=7863 WHERE facility_id=19468;
2115,16424,2,UPDATE ovc_care_health SET facility_id=2115 WHERE facility_id=16424;
7048,22563,2,UPDATE ovc_care_health SET facility_id=7048 WHERE facility_id=22563;
1839,10125,3,UPDATE ovc_care_health SET facility_id=1839 WHERE facility_id=10125;
1839,23509,3,UPDATE ovc_care_health SET facility_id=1839 WHERE facility_id=23509;
1941,12669,3,UPDATE ovc_care_health SET facility_id=1941 WHERE facility_id=12669;
1941,21919,3,UPDATE ovc_care_health SET facility_id=1941 WHERE facility_id=21919;
13358,22950,2,UPDATE ovc_care_health SET facility_id=13358 WHERE facility_id=22950;
5668,11542,3,UPDATE ovc_care_health SET facility_id=5668 WHERE facility_id=11542;
5668,21054,3,UPDATE ovc_care_health SET facility_id=5668 WHERE facility_id=21054;
49,18219,2,UPDATE ovc_care_health SET facility_id=49 WHERE facility_id=18219;
8798,17001,2,UPDATE ovc_care_health SET facility_id=8798 WHERE facility_id=17001;
1634,16498,2,UPDATE ovc_care_health SET facility_id=1634 WHERE facility_id=16498;
4227,15897,2,UPDATE ovc_care_health SET facility_id=4227 WHERE facility_id=15897;
1095,16605,2,UPDATE ovc_care_health SET facility_id=1095 WHERE facility_id=16605;
8116,19518,2,UPDATE ovc_care_health SET facility_id=8116 WHERE facility_id=19518;
7077,11886,3,UPDATE ovc_care_health SET facility_id=7077 WHERE facility_id=11886;
7077,21347,3,UPDATE ovc_care_health SET facility_id=7077 WHERE facility_id=21347;
4517,24061,2,UPDATE ovc_care_health SET facility_id=4517 WHERE facility_id=24061;
5645,11746,3,UPDATE ovc_care_health SET facility_id=5645 WHERE facility_id=11746;
5645,21258,3,UPDATE ovc_care_health SET facility_id=5645 WHERE facility_id=21258;
5263,15902,2,UPDATE ovc_care_health SET facility_id=5263 WHERE facility_id=15902;
9866,18703,2,UPDATE ovc_care_health SET facility_id=9866 WHERE facility_id=18703;
3947,16360,2,UPDATE ovc_care_health SET facility_id=3947 WHERE facility_id=16360;
4867,23966,2,UPDATE ovc_care_health SET facility_id=4867 WHERE facility_id=23966;
7033,18013,2,UPDATE ovc_care_health SET facility_id=7033 WHERE facility_id=18013;
8011,12673,3,UPDATE ovc_care_health SET facility_id=8011 WHERE facility_id=12673;
8011,21921,3,UPDATE ovc_care_health SET facility_id=8011 WHERE facility_id=21921;
3178,10692,3,UPDATE ovc_care_health SET facility_id=3178 WHERE facility_id=10692;
3178,19823,3,UPDATE ovc_care_health SET facility_id=3178 WHERE facility_id=19823;
10372,23704,2,UPDATE ovc_care_health SET facility_id=10372 WHERE facility_id=23704;
4500,19279,2,UPDATE ovc_care_health SET facility_id=4500 WHERE facility_id=19279;
902,16958,2,UPDATE ovc_care_health SET facility_id=902 WHERE facility_id=16958;
8276,16679,2,UPDATE ovc_care_health SET facility_id=8276 WHERE facility_id=16679;
6581,17771,2,UPDATE ovc_care_health SET facility_id=6581 WHERE facility_id=17771;
4457,9199,3,UPDATE ovc_care_health SET facility_id=4457 WHERE facility_id=9199;
4457,16939,3,UPDATE ovc_care_health SET facility_id=4457 WHERE facility_id=16939;
785,9657,3,UPDATE ovc_care_health SET facility_id=785 WHERE facility_id=9657;
785,18463,3,UPDATE ovc_care_health SET facility_id=785 WHERE facility_id=18463;
1479,13689,2,UPDATE ovc_care_health SET facility_id=1479 WHERE facility_id=13689;
12357,22239,2,UPDATE ovc_care_health SET facility_id=12357 WHERE facility_id=22239;
5774,16041,2,UPDATE ovc_care_health SET facility_id=5774 WHERE facility_id=16041;
4621,15272,2,UPDATE ovc_care_health SET facility_id=4621 WHERE facility_id=15272;
1377,16729,2,UPDATE ovc_care_health SET facility_id=1377 WHERE facility_id=16729;
3873,12448,3,UPDATE ovc_care_health SET facility_id=3873 WHERE facility_id=12448;
3873,22298,3,UPDATE ovc_care_health SET facility_id=3873 WHERE facility_id=22298;
8261,15436,2,UPDATE ovc_care_health SET facility_id=8261 WHERE facility_id=15436;
3411,10977,3,UPDATE ovc_care_health SET facility_id=3411 WHERE facility_id=10977;
3411,20437,3,UPDATE ovc_care_health SET facility_id=3411 WHERE facility_id=20437;
5019,22973,2,UPDATE ovc_care_health SET facility_id=5019 WHERE facility_id=22973;
3447,10732,3,UPDATE ovc_care_health SET facility_id=3447 WHERE facility_id=10732;
3447,19966,3,UPDATE ovc_care_health SET facility_id=3447 WHERE facility_id=19966;
894,16233,2,UPDATE ovc_care_health SET facility_id=894 WHERE facility_id=16233;
3403,10538,3,UPDATE ovc_care_health SET facility_id=3403 WHERE facility_id=10538;
3403,20279,3,UPDATE ovc_care_health SET facility_id=3403 WHERE facility_id=20279;
6532,16528,2,UPDATE ovc_care_health SET facility_id=6532 WHERE facility_id=16528;
4994,10148,3,UPDATE ovc_care_health SET facility_id=4994 WHERE facility_id=10148;
4994,23385,3,UPDATE ovc_care_health SET facility_id=4994 WHERE facility_id=23385;
3928,15849,2,UPDATE ovc_care_health SET facility_id=3928 WHERE facility_id=15849;
3668,3788,4,UPDATE ovc_care_health SET facility_id=3668 WHERE facility_id=3788;
3668,12574,4,UPDATE ovc_care_health SET facility_id=3668 WHERE facility_id=12574;
3668,21808,4,UPDATE ovc_care_health SET facility_id=3668 WHERE facility_id=21808;
1505,12836,2,UPDATE ovc_care_health SET facility_id=1505 WHERE facility_id=12836;
8342,12040,3,UPDATE ovc_care_health SET facility_id=8342 WHERE facility_id=12040;
8342,21436,3,UPDATE ovc_care_health SET facility_id=8342 WHERE facility_id=21436;
8742,13421,3,UPDATE ovc_care_health SET facility_id=8742 WHERE facility_id=13421;
8742,22908,3,UPDATE ovc_care_health SET facility_id=8742 WHERE facility_id=22908;
5115,24239,2,UPDATE ovc_care_health SET facility_id=5115 WHERE facility_id=24239;
8026,13013,3,UPDATE ovc_care_health SET facility_id=8026 WHERE facility_id=13013;
8026,22384,3,UPDATE ovc_care_health SET facility_id=8026 WHERE facility_id=22384;
2254,23558,2,UPDATE ovc_care_health SET facility_id=2254 WHERE facility_id=23558;
3347,13810,3,UPDATE ovc_care_health SET facility_id=3347 WHERE facility_id=13810;
3347,18887,3,UPDATE ovc_care_health SET facility_id=3347 WHERE facility_id=18887;
1248,10576,3,UPDATE ovc_care_health SET facility_id=1248 WHERE facility_id=10576;
1248,19570,3,UPDATE ovc_care_health SET facility_id=1248 WHERE facility_id=19570;
3338,10799,3,UPDATE ovc_care_health SET facility_id=3338 WHERE facility_id=10799;
3338,20145,3,UPDATE ovc_care_health SET facility_id=3338 WHERE facility_id=20145;
510,11032,3,UPDATE ovc_care_health SET facility_id=510 WHERE facility_id=11032;
510,21102,3,UPDATE ovc_care_health SET facility_id=510 WHERE facility_id=21102;
1023,14851,2,UPDATE ovc_care_health SET facility_id=1023 WHERE facility_id=14851;
30,16483,2,UPDATE ovc_care_health SET facility_id=30 WHERE facility_id=16483;
1093,16603,2,UPDATE ovc_care_health SET facility_id=1093 WHERE facility_id=16603;
2723,23750,2,UPDATE ovc_care_health SET facility_id=2723 WHERE facility_id=23750;
3435,20109,2,UPDATE ovc_care_health SET facility_id=3435 WHERE facility_id=20109;
656,13726,3,UPDATE ovc_care_health SET facility_id=656 WHERE facility_id=13726;
656,19202,3,UPDATE ovc_care_health SET facility_id=656 WHERE facility_id=19202;
3406,13313,3,UPDATE ovc_care_health SET facility_id=3406 WHERE facility_id=13313;
3406,22916,3,UPDATE ovc_care_health SET facility_id=3406 WHERE facility_id=22916;
399,17819,2,UPDATE ovc_care_health SET facility_id=399 WHERE facility_id=17819;
3319,9854,3,UPDATE ovc_care_health SET facility_id=3319 WHERE facility_id=9854;
3319,18685,3,UPDATE ovc_care_health SET facility_id=3319 WHERE facility_id=18685;
6928,12330,3,UPDATE ovc_care_health SET facility_id=6928 WHERE facility_id=12330;
6928,21651,3,UPDATE ovc_care_health SET facility_id=6928 WHERE facility_id=21651;
1734,13506,3,UPDATE ovc_care_health SET facility_id=1734 WHERE facility_id=13506;
1734,23023,3,UPDATE ovc_care_health SET facility_id=1734 WHERE facility_id=23023;
4885,23868,2,UPDATE ovc_care_health SET facility_id=4885 WHERE facility_id=23868;
6389,10029,3,UPDATE ovc_care_health SET facility_id=6389 WHERE facility_id=10029;
6389,23931,3,UPDATE ovc_care_health SET facility_id=6389 WHERE facility_id=23931;
1410,17138,2,UPDATE ovc_care_health SET facility_id=1410 WHERE facility_id=17138;
5292,17269,2,UPDATE ovc_care_health SET facility_id=5292 WHERE facility_id=17269;
2038,15241,2,UPDATE ovc_care_health SET facility_id=2038 WHERE facility_id=15241;
2727,23791,2,UPDATE ovc_care_health SET facility_id=2727 WHERE facility_id=23791;
8871,15754,2,UPDATE ovc_care_health SET facility_id=8871 WHERE facility_id=15754;
6111,17846,2,UPDATE ovc_care_health SET facility_id=6111 WHERE facility_id=17846;
4111,10903,2,UPDATE ovc_care_health SET facility_id=4111 WHERE facility_id=10903;
6088,17613,2,UPDATE ovc_care_health SET facility_id=6088 WHERE facility_id=17613;
3332,23553,2,UPDATE ovc_care_health SET facility_id=3332 WHERE facility_id=23553;
6730,11425,3,UPDATE ovc_care_health SET facility_id=6730 WHERE facility_id=11425;
6730,20948,3,UPDATE ovc_care_health SET facility_id=6730 WHERE facility_id=20948;
5334,18114,2,UPDATE ovc_care_health SET facility_id=5334 WHERE facility_id=18114;
3900,15299,2,UPDATE ovc_care_health SET facility_id=3900 WHERE facility_id=15299;
6052,9310,2,UPDATE ovc_care_health SET facility_id=6052 WHERE facility_id=9310;
7889,10121,3,UPDATE ovc_care_health SET facility_id=7889 WHERE facility_id=10121;
7889,23514,3,UPDATE ovc_care_health SET facility_id=7889 WHERE facility_id=23514;
1998,11644,3,UPDATE ovc_care_health SET facility_id=1998 WHERE facility_id=11644;
1998,21140,3,UPDATE ovc_care_health SET facility_id=1998 WHERE facility_id=21140;
8082,11833,3,UPDATE ovc_care_health SET facility_id=8082 WHERE facility_id=11833;
8082,21865,3,UPDATE ovc_care_health SET facility_id=8082 WHERE facility_id=21865;
7756,13242,3,UPDATE ovc_care_health SET facility_id=7756 WHERE facility_id=13242;
7756,22865,3,UPDATE ovc_care_health SET facility_id=7756 WHERE facility_id=22865;
361,12809,3,UPDATE ovc_care_health SET facility_id=361 WHERE facility_id=12809;
361,22572,3,UPDATE ovc_care_health SET facility_id=361 WHERE facility_id=22572;
1163,9977,3,UPDATE ovc_care_health SET facility_id=1163 WHERE facility_id=9977;
1163,24038,3,UPDATE ovc_care_health SET facility_id=1163 WHERE facility_id=24038;
8499,12758,3,UPDATE ovc_care_health SET facility_id=8499 WHERE facility_id=12758;
8499,22052,3,UPDATE ovc_care_health SET facility_id=8499 WHERE facility_id=22052;
3712,3800,4,UPDATE ovc_care_health SET facility_id=3712 WHERE facility_id=3800;
3712,11509,4,UPDATE ovc_care_health SET facility_id=3712 WHERE facility_id=11509;
3712,21026,4,UPDATE ovc_care_health SET facility_id=3712 WHERE facility_id=21026;
32,16485,2,UPDATE ovc_care_health SET facility_id=32 WHERE facility_id=16485;
8354,13073,3,UPDATE ovc_care_health SET facility_id=8354 WHERE facility_id=13073;
8354,22480,3,UPDATE ovc_care_health SET facility_id=8354 WHERE facility_id=22480;
7759,12087,3,UPDATE ovc_care_health SET facility_id=7759 WHERE facility_id=12087;
7759,21475,3,UPDATE ovc_care_health SET facility_id=7759 WHERE facility_id=21475;
4366,20078,2,UPDATE ovc_care_health SET facility_id=4366 WHERE facility_id=20078;
40,21501,2,UPDATE ovc_care_health SET facility_id=40 WHERE facility_id=21501;
7681,19903,2,UPDATE ovc_care_health SET facility_id=7681 WHERE facility_id=19903;
2275,10425,3,UPDATE ovc_care_health SET facility_id=2275 WHERE facility_id=10425;
2275,19059,3,UPDATE ovc_care_health SET facility_id=2275 WHERE facility_id=19059;
1976,12128,3,UPDATE ovc_care_health SET facility_id=1976 WHERE facility_id=12128;
1976,21505,3,UPDATE ovc_care_health SET facility_id=1976 WHERE facility_id=21505;
4158,12235,3,UPDATE ovc_care_health SET facility_id=4158 WHERE facility_id=12235;
4158,22151,3,UPDATE ovc_care_health SET facility_id=4158 WHERE facility_id=22151;
4401,11359,3,UPDATE ovc_care_health SET facility_id=4401 WHERE facility_id=11359;
4401,20855,3,UPDATE ovc_care_health SET facility_id=4401 WHERE facility_id=20855;
6474,24185,2,UPDATE ovc_care_health SET facility_id=6474 WHERE facility_id=24185;
5344,18746,2,UPDATE ovc_care_health SET facility_id=5344 WHERE facility_id=18746;
8555,15786,2,UPDATE ovc_care_health SET facility_id=8555 WHERE facility_id=15786;
4832,13562,3,UPDATE ovc_care_health SET facility_id=4832 WHERE facility_id=13562;
4832,19023,3,UPDATE ovc_care_health SET facility_id=4832 WHERE facility_id=19023;
5638,10971,3,UPDATE ovc_care_health SET facility_id=5638 WHERE facility_id=10971;
5638,20431,3,UPDATE ovc_care_health SET facility_id=5638 WHERE facility_id=20431;
1758,13465,3,UPDATE ovc_care_health SET facility_id=1758 WHERE facility_id=13465;
1758,22981,3,UPDATE ovc_care_health SET facility_id=1758 WHERE facility_id=22981;
876,23216,2,UPDATE ovc_care_health SET facility_id=876 WHERE facility_id=23216;
5163,19352,2,UPDATE ovc_care_health SET facility_id=5163 WHERE facility_id=19352;
2194,17926,2,UPDATE ovc_care_health SET facility_id=2194 WHERE facility_id=17926;
4201,15146,2,UPDATE ovc_care_health SET facility_id=4201 WHERE facility_id=15146;
