retain,move,depth,query
711,12092,3,UPDATE ovc_care_health SET facility_id=711 WHERE facility_id=12092;
711,21481,3,UPDATE ovc_care_health SET facility_id=711 WHERE facility_id=21481;
5316,17828,2,UPDATE ovc_care_health SET facility_id=5316 WHERE facility_id=17828;
7974,11716,3,UPDATE ovc_care_health SET facility_id=7974 WHERE facility_id=11716;
7974,21219,3,UPDATE ovc_care_health SET facility_id=7974 WHERE facility_id=21219;
156,21752,2,UPDATE ovc_care_health SET facility_id=156 WHERE facility_id=21752;
6553,17355,2,UPDATE ovc_care_health SET facility_id=6553 WHERE facility_id=17355;
12880,22619,2,UPDATE ovc_care_health SET facility_id=12880 WHERE facility_id=22619;
13447,23004,2,UPDATE ovc_care_health SET facility_id=13447 WHERE facility_id=23004;
2590,10815,3,UPDATE ovc_care_health SET facility_id=2590 WHERE facility_id=10815;
2590,20196,3,UPDATE ovc_care_health SET facility_id=2590 WHERE facility_id=20196;
5714,24253,2,UPDATE ovc_care_health SET facility_id=5714 WHERE facility_id=24253;
7623,23171,2,UPDATE ovc_care_health SET facility_id=7623 WHERE facility_id=23171;
3408,11059,3,UPDATE ovc_care_health SET facility_id=3408 WHERE facility_id=11059;
3408,20528,3,UPDATE ovc_care_health SET facility_id=3408 WHERE facility_id=20528;
7104,21872,2,UPDATE ovc_care_health SET facility_id=7104 WHERE facility_id=21872;
6537,16855,2,UPDATE ovc_care_health SET facility_id=6537 WHERE facility_id=16855;
6739,21030,2,UPDATE ovc_care_health SET facility_id=6739 WHERE facility_id=21030;
8895,9739,3,UPDATE ovc_care_health SET facility_id=8895 WHERE facility_id=9739;
8895,18565,3,UPDATE ovc_care_health SET facility_id=8895 WHERE facility_id=18565;
4388,20048,2,UPDATE ovc_care_health SET facility_id=4388 WHERE facility_id=20048;
2576,10297,3,UPDATE ovc_care_health SET facility_id=2576 WHERE facility_id=10297;
2576,23080,3,UPDATE ovc_care_health SET facility_id=2576 WHERE facility_id=23080;
3511,15217,2,UPDATE ovc_care_health SET facility_id=3511 WHERE facility_id=15217;
2979,19446,2,UPDATE ovc_care_health SET facility_id=2979 WHERE facility_id=19446;
4948,20706,2,UPDATE ovc_care_health SET facility_id=4948 WHERE facility_id=20706;
2381,13662,3,UPDATE ovc_care_health SET facility_id=2381 WHERE facility_id=13662;
2381,19130,3,UPDATE ovc_care_health SET facility_id=2381 WHERE facility_id=19130;
5304,9440,3,UPDATE ovc_care_health SET facility_id=5304 WHERE facility_id=9440;
5304,17624,3,UPDATE ovc_care_health SET facility_id=5304 WHERE facility_id=17624;
4277,17660,2,UPDATE ovc_care_health SET facility_id=4277 WHERE facility_id=17660;
7232,10814,3,UPDATE ovc_care_health SET facility_id=7232 WHERE facility_id=10814;
7232,20195,3,UPDATE ovc_care_health SET facility_id=7232 WHERE facility_id=20195;
2346,10839,3,UPDATE ovc_care_health SET facility_id=2346 WHERE facility_id=10839;
2346,20220,3,UPDATE ovc_care_health SET facility_id=2346 WHERE facility_id=20220;
1899,12586,3,UPDATE ovc_care_health SET facility_id=1899 WHERE facility_id=12586;
1899,21815,3,UPDATE ovc_care_health SET facility_id=1899 WHERE facility_id=21815;
3228,9080,3,UPDATE ovc_care_health SET facility_id=3228 WHERE facility_id=9080;
3228,16290,3,UPDATE ovc_care_health SET facility_id=3228 WHERE facility_id=16290;
7249,20349,2,UPDATE ovc_care_health SET facility_id=7249 WHERE facility_id=20349;
787,9882,3,UPDATE ovc_care_health SET facility_id=787 WHERE facility_id=9882;
787,18711,3,UPDATE ovc_care_health SET facility_id=787 WHERE facility_id=18711;
7862,19466,2,UPDATE ovc_care_health SET facility_id=7862 WHERE facility_id=19466;
3433,10795,3,UPDATE ovc_care_health SET facility_id=3433 WHERE facility_id=10795;
3433,20141,3,UPDATE ovc_care_health SET facility_id=3433 WHERE facility_id=20141;
4531,9275,3,UPDATE ovc_care_health SET facility_id=4531 WHERE facility_id=9275;
4531,17216,3,UPDATE ovc_care_health SET facility_id=4531 WHERE facility_id=17216;
7247,20302,2,UPDATE ovc_care_health SET facility_id=7247 WHERE facility_id=20302;
4418,13332,3,UPDATE ovc_care_health SET facility_id=4418 WHERE facility_id=13332;
4418,22933,3,UPDATE ovc_care_health SET facility_id=4418 WHERE facility_id=22933;
101,11355,3,UPDATE ovc_care_health SET facility_id=101 WHERE facility_id=11355;
101,20849,3,UPDATE ovc_care_health SET facility_id=101 WHERE facility_id=20849;
975,24027,2,UPDATE ovc_care_health SET facility_id=975 WHERE facility_id=24027;
7002,15192,2,UPDATE ovc_care_health SET facility_id=7002 WHERE facility_id=15192;
8522,13324,3,UPDATE ovc_care_health SET facility_id=8522 WHERE facility_id=13324;
8522,22773,3,UPDATE ovc_care_health SET facility_id=8522 WHERE facility_id=22773;
4513,24074,2,UPDATE ovc_care_health SET facility_id=4513 WHERE facility_id=24074;
12514,22349,2,UPDATE ovc_care_health SET facility_id=12514 WHERE facility_id=22349;
7264,20037,2,UPDATE ovc_care_health SET facility_id=7264 WHERE facility_id=20037;
7192,23229,2,UPDATE ovc_care_health SET facility_id=7192 WHERE facility_id=23229;
6097,17681,2,UPDATE ovc_care_health SET facility_id=6097 WHERE facility_id=17681;
5088,16549,2,UPDATE ovc_care_health SET facility_id=5088 WHERE facility_id=16549;
6594,17983,2,UPDATE ovc_care_health SET facility_id=6594 WHERE facility_id=17983;
7063,21118,2,UPDATE ovc_care_health SET facility_id=7063 WHERE facility_id=21118;
8844,19645,2,UPDATE ovc_care_health SET facility_id=8844 WHERE facility_id=19645;
1892,12576,3,UPDATE ovc_care_health SET facility_id=1892 WHERE facility_id=12576;
1892,21809,3,UPDATE ovc_care_health SET facility_id=1892 WHERE facility_id=21809;
8969,22134,2,UPDATE ovc_care_health SET facility_id=8969 WHERE facility_id=22134;
3990,9457,3,UPDATE ovc_care_health SET facility_id=3990 WHERE facility_id=9457;
3990,17637,3,UPDATE ovc_care_health SET facility_id=3990 WHERE facility_id=17637;
8651,12536,3,UPDATE ovc_care_health SET facility_id=8651 WHERE facility_id=12536;
8651,21783,3,UPDATE ovc_care_health SET facility_id=8651 WHERE facility_id=21783;
847,11102,3,UPDATE ovc_care_health SET facility_id=847 WHERE facility_id=11102;
847,20574,3,UPDATE ovc_care_health SET facility_id=847 WHERE facility_id=20574;
3115,13731,3,UPDATE ovc_care_health SET facility_id=3115 WHERE facility_id=13731;
3115,18961,3,UPDATE ovc_care_health SET facility_id=3115 WHERE facility_id=18961;
1497,23819,2,UPDATE ovc_care_health SET facility_id=1497 WHERE facility_id=23819;
4170,19399,2,UPDATE ovc_care_health SET facility_id=4170 WHERE facility_id=19399;
1972,12189,3,UPDATE ovc_care_health SET facility_id=1972 WHERE facility_id=12189;
1972,21542,3,UPDATE ovc_care_health SET facility_id=1972 WHERE facility_id=21542;
4430,19421,2,UPDATE ovc_care_health SET facility_id=4430 WHERE facility_id=19421;
3182,10672,3,UPDATE ovc_care_health SET facility_id=3182 WHERE facility_id=10672;
3182,19737,3,UPDATE ovc_care_health SET facility_id=3182 WHERE facility_id=19737;
3875,13340,3,UPDATE ovc_care_health SET facility_id=3875 WHERE facility_id=13340;
3875,22938,3,UPDATE ovc_care_health SET facility_id=3875 WHERE facility_id=22938;
1493,13386,2,UPDATE ovc_care_health SET facility_id=1493 WHERE facility_id=13386;
6546,9292,3,UPDATE ovc_care_health SET facility_id=6546 WHERE facility_id=9292;
6546,17237,3,UPDATE ovc_care_health SET facility_id=6546 WHERE facility_id=17237;
3486,19377,2,UPDATE ovc_care_health SET facility_id=3486 WHERE facility_id=19377;
8345,12184,3,UPDATE ovc_care_health SET facility_id=8345 WHERE facility_id=12184;
8345,21537,3,UPDATE ovc_care_health SET facility_id=8345 WHERE facility_id=21537;
1924,12898,3,UPDATE ovc_care_health SET facility_id=1924 WHERE facility_id=12898;
1924,22214,3,UPDATE ovc_care_health SET facility_id=1924 WHERE facility_id=22214;
783,17950,2,UPDATE ovc_care_health SET facility_id=783 WHERE facility_id=17950;
6874,18408,2,UPDATE ovc_care_health SET facility_id=6874 WHERE facility_id=18408;
419,11182,3,UPDATE ovc_care_health SET facility_id=419 WHERE facility_id=11182;
419,20655,3,UPDATE ovc_care_health SET facility_id=419 WHERE facility_id=20655;
822,10206,3,UPDATE ovc_care_health SET facility_id=822 WHERE facility_id=10206;
822,23241,3,UPDATE ovc_care_health SET facility_id=822 WHERE facility_id=23241;
382,16065,2,UPDATE ovc_care_health SET facility_id=382 WHERE facility_id=16065;
5751,15599,2,UPDATE ovc_care_health SET facility_id=5751 WHERE facility_id=15599;
113,11353,3,UPDATE ovc_care_health SET facility_id=113 WHERE facility_id=11353;
113,20847,3,UPDATE ovc_care_health SET facility_id=113 WHERE facility_id=20847;
1876,18355,2,UPDATE ovc_care_health SET facility_id=1876 WHERE facility_id=18355;
5073,16207,2,UPDATE ovc_care_health SET facility_id=5073 WHERE facility_id=16207;
5885,16785,2,UPDATE ovc_care_health SET facility_id=5885 WHERE facility_id=16785;
7281,15521,2,UPDATE ovc_care_health SET facility_id=7281 WHERE facility_id=15521;
392,17519,2,UPDATE ovc_care_health SET facility_id=392 WHERE facility_id=17519;
139,13028,3,UPDATE ovc_care_health SET facility_id=139 WHERE facility_id=13028;
139,22408,3,UPDATE ovc_care_health SET facility_id=139 WHERE facility_id=22408;
3473,12138,3,UPDATE ovc_care_health SET facility_id=3473 WHERE facility_id=12138;
3473,22086,3,UPDATE ovc_care_health SET facility_id=3473 WHERE facility_id=22086;
5485,24196,2,UPDATE ovc_care_health SET facility_id=5485 WHERE facility_id=24196;
3853,12719,3,UPDATE ovc_care_health SET facility_id=3853 WHERE facility_id=12719;
3853,22506,3,UPDATE ovc_care_health SET facility_id=3853 WHERE facility_id=22506;
3325,23337,2,UPDATE ovc_care_health SET facility_id=3325 WHERE facility_id=23337;
8696,10263,3,UPDATE ovc_care_health SET facility_id=8696 WHERE facility_id=10263;
8696,19813,3,UPDATE ovc_care_health SET facility_id=8696 WHERE facility_id=19813;
2193,9482,3,UPDATE ovc_care_health SET facility_id=2193 WHERE facility_id=9482;
2193,17873,3,UPDATE ovc_care_health SET facility_id=2193 WHERE facility_id=17873;
340,15425,2,UPDATE ovc_care_health SET facility_id=340 WHERE facility_id=15425;
5597,11743,3,UPDATE ovc_care_health SET facility_id=5597 WHERE facility_id=11743;
5597,21255,3,UPDATE ovc_care_health SET facility_id=5597 WHERE facility_id=21255;
7178,18948,2,UPDATE ovc_care_health SET facility_id=7178 WHERE facility_id=18948;
7551,23719,2,UPDATE ovc_care_health SET facility_id=7551 WHERE facility_id=23719;
4579,19792,2,UPDATE ovc_care_health SET facility_id=4579 WHERE facility_id=19792;
3471,11534,3,UPDATE ovc_care_health SET facility_id=3471 WHERE facility_id=11534;
3471,21551,3,UPDATE ovc_care_health SET facility_id=3471 WHERE facility_id=21551;
8870,15304,2,UPDATE ovc_care_health SET facility_id=8870 WHERE facility_id=15304;
1447,17787,2,UPDATE ovc_care_health SET facility_id=1447 WHERE facility_id=17787;
5342,18419,2,UPDATE ovc_care_health SET facility_id=5342 WHERE facility_id=18419;
2572,10525,3,UPDATE ovc_care_health SET facility_id=2572 WHERE facility_id=10525;
2572,19487,3,UPDATE ovc_care_health SET facility_id=2572 WHERE facility_id=19487;
6442,10955,3,UPDATE ovc_care_health SET facility_id=6442 WHERE facility_id=10955;
6442,20410,3,UPDATE ovc_care_health SET facility_id=6442 WHERE facility_id=20410;
1408,17121,2,UPDATE ovc_care_health SET facility_id=1408 WHERE facility_id=17121;
6974,21924,2,UPDATE ovc_care_health SET facility_id=6974 WHERE facility_id=21924;
6008,16909,2,UPDATE ovc_care_health SET facility_id=6008 WHERE facility_id=16909;
2497,23397,2,UPDATE ovc_care_health SET facility_id=2497 WHERE facility_id=23397;
6783,12026,3,UPDATE ovc_care_health SET facility_id=6783 WHERE facility_id=12026;
6783,21430,3,UPDATE ovc_care_health SET facility_id=6783 WHERE facility_id=21430;
13011,22709,2,UPDATE ovc_care_health SET facility_id=13011 WHERE facility_id=22709;
635,17415,2,UPDATE ovc_care_health SET facility_id=635 WHERE facility_id=17415;
8154,17157,2,UPDATE ovc_care_health SET facility_id=8154 WHERE facility_id=17157;
3534,17419,2,UPDATE ovc_care_health SET facility_id=3534 WHERE facility_id=17419;
3672,3792,4,UPDATE ovc_care_health SET facility_id=3672 WHERE facility_id=3792;
3672,11685,4,UPDATE ovc_care_health SET facility_id=3672 WHERE facility_id=11685;
3672,21179,4,UPDATE ovc_care_health SET facility_id=3672 WHERE facility_id=21179;
8780,14870,2,UPDATE ovc_care_health SET facility_id=8780 WHERE facility_id=14870;
1372,16534,2,UPDATE ovc_care_health SET facility_id=1372 WHERE facility_id=16534;
768,9215,3,UPDATE ovc_care_health SET facility_id=768 WHERE facility_id=9215;
768,16953,3,UPDATE ovc_care_health SET facility_id=768 WHERE facility_id=16953;
4637,16072,2,UPDATE ovc_care_health SET facility_id=4637 WHERE facility_id=16072;
7989,11635,3,UPDATE ovc_care_health SET facility_id=7989 WHERE facility_id=11635;
7989,21130,3,UPDATE ovc_care_health SET facility_id=7989 WHERE facility_id=21130;
1776,13326,3,UPDATE ovc_care_health SET facility_id=1776 WHERE facility_id=13326;
1776,22780,3,UPDATE ovc_care_health SET facility_id=1776 WHERE facility_id=22780;
6062,17471,2,UPDATE ovc_care_health SET facility_id=6062 WHERE facility_id=17471;
7885,23197,2,UPDATE ovc_care_health SET facility_id=7885 WHERE facility_id=23197;
3166,10874,3,UPDATE ovc_care_health SET facility_id=3166 WHERE facility_id=10874;
3166,20269,3,UPDATE ovc_care_health SET facility_id=3166 WHERE facility_id=20269;
4989,23965,2,UPDATE ovc_care_health SET facility_id=4989 WHERE facility_id=23965;
1075,16363,2,UPDATE ovc_care_health SET facility_id=1075 WHERE facility_id=16363;
7253,19344,2,UPDATE ovc_care_health SET facility_id=7253 WHERE facility_id=19344;
7293,16642,2,UPDATE ovc_care_health SET facility_id=7293 WHERE facility_id=16642;
150,22821,2,UPDATE ovc_care_health SET facility_id=150 WHERE facility_id=22821;
4559,10250,3,UPDATE ovc_care_health SET facility_id=4559 WHERE facility_id=10250;
4559,23126,3,UPDATE ovc_care_health SET facility_id=4559 WHERE facility_id=23126;
4071,10279,3,UPDATE ovc_care_health SET facility_id=4071 WHERE facility_id=10279;
4071,23100,3,UPDATE ovc_care_health SET facility_id=4071 WHERE facility_id=23100;
8249,14944,2,UPDATE ovc_care_health SET facility_id=8249 WHERE facility_id=14944;
11693,21191,2,UPDATE ovc_care_health SET facility_id=11693 WHERE facility_id=21191;
431,10783,3,UPDATE ovc_care_health SET facility_id=431 WHERE facility_id=10783;
431,20130,3,UPDATE ovc_care_health SET facility_id=431 WHERE facility_id=20130;
6541,16986,2,UPDATE ovc_care_health SET facility_id=6541 WHERE facility_id=16986;
9017,15557,2,UPDATE ovc_care_health SET facility_id=9017 WHERE facility_id=15557;
2707,23549,2,UPDATE ovc_care_health SET facility_id=2707 WHERE facility_id=23549;
5901,16798,2,UPDATE ovc_care_health SET facility_id=5901 WHERE facility_id=16798;
2841,23279,2,UPDATE ovc_care_health SET facility_id=2841 WHERE facility_id=23279;
4733,17320,2,UPDATE ovc_care_health SET facility_id=4733 WHERE facility_id=17320;
12300,22199,2,UPDATE ovc_care_health SET facility_id=12300 WHERE facility_id=22199;
442,20066,2,UPDATE ovc_care_health SET facility_id=442 WHERE facility_id=20066;
4645,16563,2,UPDATE ovc_care_health SET facility_id=4645 WHERE facility_id=16563;
5482,24167,2,UPDATE ovc_care_health SET facility_id=5482 WHERE facility_id=24167;
12352,22237,2,UPDATE ovc_care_health SET facility_id=12352 WHERE facility_id=22237;
6387,23440,2,UPDATE ovc_care_health SET facility_id=6387 WHERE facility_id=23440;
7676,20666,2,UPDATE ovc_care_health SET facility_id=7676 WHERE facility_id=20666;
356,12437,3,UPDATE ovc_care_health SET facility_id=356 WHERE facility_id=12437;
356,22288,3,UPDATE ovc_care_health SET facility_id=356 WHERE facility_id=22288;
2673,16632,2,UPDATE ovc_care_health SET facility_id=2673 WHERE facility_id=16632;
698,10770,3,UPDATE ovc_care_health SET facility_id=698 WHERE facility_id=10770;
698,20085,3,UPDATE ovc_care_health SET facility_id=698 WHERE facility_id=20085;
581,11217,3,UPDATE ovc_care_health SET facility_id=581 WHERE facility_id=11217;
581,20698,3,UPDATE ovc_care_health SET facility_id=581 WHERE facility_id=20698;
8363,13172,3,UPDATE ovc_care_health SET facility_id=8363 WHERE facility_id=13172;
8363,22584,3,UPDATE ovc_care_health SET facility_id=8363 WHERE facility_id=22584;
4229,15917,2,UPDATE ovc_care_health SET facility_id=4229 WHERE facility_id=15917;
705,10460,3,UPDATE ovc_care_health SET facility_id=705 WHERE facility_id=10460;
705,20092,3,UPDATE ovc_care_health SET facility_id=705 WHERE facility_id=20092;
4535,9353,3,UPDATE ovc_care_health SET facility_id=4535 WHERE facility_id=9353;
4535,17533,3,UPDATE ovc_care_health SET facility_id=4535 WHERE facility_id=17533;
884,23436,2,UPDATE ovc_care_health SET facility_id=884 WHERE facility_id=23436;
6829,14812,2,UPDATE ovc_care_health SET facility_id=6829 WHERE facility_id=14812;
5066,15915,2,UPDATE ovc_care_health SET facility_id=5066 WHERE facility_id=15915;
1126,9782,3,UPDATE ovc_care_health SET facility_id=1126 WHERE facility_id=9782;
1126,18617,3,UPDATE ovc_care_health SET facility_id=1126 WHERE facility_id=18617;
8510,13262,3,UPDATE ovc_care_health SET facility_id=8510 WHERE facility_id=13262;
8510,22880,3,UPDATE ovc_care_health SET facility_id=8510 WHERE facility_id=22880;
7448,16661,2,UPDATE ovc_care_health SET facility_id=7448 WHERE facility_id=16661;
6444,23907,2,UPDATE ovc_care_health SET facility_id=6444 WHERE facility_id=23907;
4614,14970,2,UPDATE ovc_care_health SET facility_id=4614 WHERE facility_id=14970;
6658,18960,2,UPDATE ovc_care_health SET facility_id=6658 WHERE facility_id=18960;
6640,23188,2,UPDATE ovc_care_health SET facility_id=6640 WHERE facility_id=23188;
8872,16254,2,UPDATE ovc_care_health SET facility_id=8872 WHERE facility_id=16254;
7255,23573,2,UPDATE ovc_care_health SET facility_id=7255 WHERE facility_id=23573;
6916,11698,3,UPDATE ovc_care_health SET facility_id=6916 WHERE facility_id=11698;
6916,21196,3,UPDATE ovc_care_health SET facility_id=6916 WHERE facility_id=21196;
8156,17357,2,UPDATE ovc_care_health SET facility_id=8156 WHERE facility_id=17357;
3294,9598,3,UPDATE ovc_care_health SET facility_id=3294 WHERE facility_id=9598;
3294,18248,3,UPDATE ovc_care_health SET facility_id=3294 WHERE facility_id=18248;
8929,20260,2,UPDATE ovc_care_health SET facility_id=8929 WHERE facility_id=20260;
6087,9422,3,UPDATE ovc_care_health SET facility_id=6087 WHERE facility_id=9422;
6087,17603,3,UPDATE ovc_care_health SET facility_id=6087 WHERE facility_id=17603;
12745,22519,2,UPDATE ovc_care_health SET facility_id=12745 WHERE facility_id=22519;
8548,15339,2,UPDATE ovc_care_health SET facility_id=8548 WHERE facility_id=15339;
